Nama Perusahaan/Nama Pengusaha,Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick
 Usaha Kripik Ubi Dg. Rani,Pembuatan Keripik,"20,65","19,6",3,2008,"['_pengusahadetail(""?pm=NvEhGhfWb80oh+E596Ev8A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Kripik Ubi Dg. Rani"")']"
 Usaha Sarung Sutera Sunggu,Pembuatan Kain Sutera,"36,5",64,2,2008,"['_pengusahadetail(""?pm=kCDqyLB4l4LHn6vzW3zNWA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Sarung Sutera Sunggu"")']"
 Meubel Kahar,Pembuatan Meubel,61,95,2,2008,"['_pengusahadetail(""?pm=tokzJpz0mjgLtrdc55lQUA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Meubel Kahar"")']"
 Keramik Tunas MUDa,Pembuatan Pot,"13,02","13,2",7,2008,"['_pengusahadetail(""?pm=N869+EaHsfpRgE+5WqK1vw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Keramik Tunas MUDa"")']"
 Bengkel Las Hasan Jaya,Pembuatan Pagar dan Teralis,63,68,6,2008,"['_pengusahadetail(""?pm=fX/T4fXcBwNCzUA/Bjr82A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bengkel Las Hasan Jaya"")']"
 Sipatetein,Pembuatan Batu Bata,71,235,10,2008,"['_pengusahadetail(""?pm=QQdTvvILO0JUDRCkFKvOsg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Sipatetein"")']"
 Keripik Belut Sopo Nyono,Pembuatan Keripik Belut,32.320.000,"265,2",3,2011,"['_pengusahadetail(""?pm=T31YLZU1Z7hHhWtmSbyDqQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Keripik Belut Sopo Nyono"")']"
" Tempe "" Yoyok """,Pembuatan Tempe,21.175.000,144,3,2011,"['_pengusahadetail(""?pm=QOrlDm9tCPV/BWoTtFaqkg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Tempe "" Yoyok """")']"
 Ngudi Rejeki,Pabrik Tahu,60.100.000,270,7,2011,"['_pengusahadetail(""?pm=zlSBRDBLJtVwnI+aStRuxg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Ngudi Rejeki"")']"
 Padi Unggul,Rice Mill,167.000.000,270,4,2011,"['_pengusahadetail(""?pm=SzXzsNPYKcnOd486kGB1jQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Padi Unggul"")']"
 Kranjang Plastik Suyadi,Pembuatan Anyaman Plastik (bandit),5.430.000,"43,2",1,2011,"['_pengusahadetail(""?pm=YD/mHGgt7pDZtaRfZJ/nEg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Kranjang Plastik Suyadi"")']"
 Usaha Cumi-cumi Bu Isna,Pengolahan Pangsit Cumi-cumi,14.530.000,"60,84",0,2011,"['_pengusahadetail(""?pm=3rlzkXScsFTDvviX126VKA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Usaha Cumi-cumi Bu Isna"")']"
 Usaha Tembakau Mujiman,Tembakau Rajang,16.300.000,261,2,2011,"['_pengusahadetail(""?pm=vAMzjLFe2u4cpTZlfhONrQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Usaha Tembakau Mujiman"")']"
 Pertenunan Sutera Cora Laba,Pembuatan Kain Sutera,155,"318,5",2,2008,"['_pengusahadetail(""?pm=RuwuIKDmaCmuVsepRJN4eA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Pertenunan Sutera Cora Laba"")']"
 Pembuat Bosara Daeng Ngintang,Pembuatan Bosara,"64,64","490,5",8,2008,"['_pengusahadetail(""?pm=0Xv6vhpWKN2FNz3X47odig==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Pembuat Bosara Daeng Ngintang"")']"
 Usaha Kelompok Batu Merah Dirgah,Pembuatan Batu Bata,"154,3",580,8,2008,"['_pengusahadetail(""?pm=+WLbuBXMKo1y7xrAYZ3Jxw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Kelompok Batu Merah Dirgah"")']"
 Usaha Tempe Gito,Pembuatan Keris,107,304,3,2008,"['_pengusahadetail(""?pm=t7f+oS5fhgStv9AHt5/DaA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Tempe Gito"")']"
 Usaha Tempe Resky,Pembuatan Tempe,"82,8","403,5",3,2008,"['_pengusahadetail(""?pm=CKtPojPS0XkSkhoqd1PDBQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Tempe Resky"")']"
 Usaha Perahu SyarUDdin,Pembuatan Perahu,90,1.400,2,2008,"['_pengusahadetail(""?pm=r3Wf9P7htcITwAXIP3xJ7A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Perahu SyarUDdin"")']"
 Usaha Gorong-Gorong Dg Baji,Pembuatan Gorong-gorong,777,945,6,2008,"['_pengusahadetail(""?pm=b568pW/7Jv1p+waK6ydIkQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Gorong-Gorong Dg Baji"")']"
 Usaha Bosara Dg Jaro,Pembuatan Bosara,"31,31","799,7",5,2008,"['_pengusahadetail(""?pm=uOJ3p2WzfG1pKtQNigztlA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Bosara Dg Jaro"")']"
 Usaha Nyiru Dg Kanang,Pembuatan Nyiru,"23,23",160,9,2008,"['_pengusahadetail(""?pm=3javXIhteP4ehlIhSrqM0A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Nyiru Dg Kanang"")']"
 Usaha Batu Merah Makmur Jaya,Pembuatan Batu Bata,"45,45","243,5",7,2008,"['_pengusahadetail(""?pm=+JhDPEgyjzoXE9l8qVDKkQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Batu Merah Makmur Jaya"")']"
 Pengusaha Pembuat Batu Merah Putrajaya,Pembuatan Batu Bata,"36,96",243,7,2008,"['_pengusahadetail(""?pm=XpCIg3VARo4Hv38DwaQJ7g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Pengusaha Pembuat Batu Merah Putrajaya"")']"
 Jagung Goreng Dg Senga,Pembuatan Jagung Goreng,"20,6",349,4,2008,"['_pengusahadetail(""?pm=CEuP+r+Bf2fcgp8Zllw0JQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Jagung Goreng Dg Senga"")']"
 Pengelola Songkok Muh Dg Ngasa ,Pembuatan Songkok,"78,2","61,5",2,2008,"['_pengusahadetail(""?pm=vybxkZYvoxKUnQJL7lMz2A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Pengelola Songkok Muh Dg Ngasa "")']"
 Chips Mangga Tojagowa,Pembuatan Keripik,24,"57,6",10,2008,"['_pengusahadetail(""?pm=BbvncxHQ7v+FjFPvemJHiQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Chips Mangga Tojagowa"")']"
 Tenun Sutera Dg.Nginga,Pembuatan Kain Sutera,"22,8",56,2,2008,"['_pengusahadetail(""?pm=0UcTRP6B6Rkn7JP8Gev3Rg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Tenun Sutera Dg.Nginga"")']"
 Meubel Jatmika,Pembuatan Meubel,50,899,2,2008,"['_pengusahadetail(""?pm=JvbHlxdOuxN/D14pkTy7kw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Meubel Jatmika"")']"
 Ratu Elhana Bulan Purnama Super Solo,Batik Tulis,4.550,0,52,2012,"['_pengusahadetail(""?pm=hMXJofg7SLcBo0schOiCEA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Ratu Elhana Bulan Purnama Super Solo"")']"
 Pawiro Sumanto,Pengolahan Makanan,2.034,30.780,3,2012,"['_pengusahadetail(""?pm=je1EsCACjrz5+TTsrD7fAQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Pawiro Sumanto"")']"
" Batik Tulis ""Sido Luhur""",Batik Tulis,95,0,30,2012,"['_pengusahadetail(""?pm=1t3urdkvJ2a+/K7Mqx0+8g==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Batik Tulis ""Sido Luhur"""")']"
 Jasmine,Produksi Batik Tulis,396,63,5,2013,"['_pengusahadetail(""?pm=mVukZnvjJU3CFTDOHa0v8g==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Jasmine"")']"
 Sidodadi,"Produksi Kacang, Marning",214,122,6,2013,"['_pengusahadetail(""?pm=zSG9zwqwCO7TEiuRAWOnrw==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Sidodadi"")']"
 Criping Lestari,Memproduksi Criping,163,132,6,2013,"['_pengusahadetail(""?pm=CELdxftjMYRbRae2d3v4Ug==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Criping Lestari"")']"
 Snack Bintang Mandiri,Produksi Makanan,71,93,3,2013,"['_pengusahadetail(""?pm=5vEDCfFCgc5Abu9JbpfAXA==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Snack Bintang Mandiri"")']"
 Gorengan Kaming,Menjual Gorengan,60,105,3,2010,"['_pengusahadetail(""?pm=MGlLdRRQzdxo2xVBFr6czA==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Gorengan Kaming"")']"
 Yuli Sutrisno,Pembuatan Tempe,"35,58","100,8",2,2008,"['_pengusahadetail(""?pm=JAPETXJWjUL85F3kq8RQHg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Yuli Sutrisno"")']"
 Imron Bin Halim,Pembuatan Kerupuk,"4,05","97,2",4,2008,"['_pengusahadetail(""?pm=hpfjcIb6g0woy3bvD6HNjQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Imron Bin Halim"")']"
 Konveksi Juli,Pembuatan Sandal Wanita,241,44,7,2008,"['_pengusahadetail(""?pm=4IPGsJ8mL8bc4AhLT+zzXA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Konveksi Juli"")']"
 null,Pembuatan Sepatu,"82,7",1.950,3,2008,"['_pengusahadetail(""?pm=SQzLrd/BKRA1C5xZ5kQgtQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""null"")']"
 null,"Pembuatan Kuali, Linggis, Pahat,Pipa Wc Dan Lain-Lain",122,307,19,2008,"['_pengusahadetail(""?pm=/gn1NWzZxzjIbHpOqRu5SA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""null"")']"
 Klop House,Pembuatan Brownies,"50,37",102,10,2008,"['_pengusahadetail(""?pm=kfTqdJKgS/aN52FklVgcLg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Klop House"")']"
 Ima Brownies,"Pembuatan Busana Muslim, Kebaya",60,960,2,2008,"['_pengusahadetail(""?pm=paiiKPCkZe+12r80p7dOZQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Ima Brownies"")']"
 Devi Cake Shop,"Pembuatan Besi Pagar,Jerjak, Pintu","6,5",339,5,2008,"['_pengusahadetail(""?pm=jbYy+L9SHXfWN4gyeiAOsg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Devi Cake Shop"")']"
 Citra Ateliar,"Pembuatan Besi Pagar,Jerjak, Pintu","2,95",216,5,2008,"['_pengusahadetail(""?pm=eVvYveew31u5UkwNZ62F1w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Citra Ateliar"")']"
 Sandiyah,Konveksi,58,60,5,2009,"['_pengusahadetail(""?pm=cbPQvo60uA5dw9v39RFCWg==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Sandiyah"")']"
 UD Regina Jaya,Industri Rumah Tangga,"226,7","84,6",5,2009,"['_pengusahadetail(""?pm=hlXMP8NUpo2ayjHhNBuCbg==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""UD Regina Jaya"")']"
 Bata Merah Pak Wage Sumarso,Industri Bata Merah,198,54,5,2013,"['_pengusahadetail(""?pm=es2lOnymwI0ckSjdU1JjfA==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Bata Merah Pak Wage Sumarso"")']"
 Keripik Tepe Sari Dele,Industri Keripik Tempe,140,236,7,2013,"['_pengusahadetail(""?pm=gtPa+faMOeWgC9Omrikcng==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Keripik Tepe Sari Dele"")']"
 Keripik Dua Putra,Industri Keripik,63,53,5,2013,"['_pengusahadetail(""?pm=Aq+HycSTN/8dEaHtCSdCwg==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Keripik Dua Putra"")']"
 Lanting Bu Ngadiah,Industri Lanting,129,185,13,2013,"['_pengusahadetail(""?pm=hMhp4RFQV4QgUYqBVz5zNg==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Lanting Bu Ngadiah"")']"
 Komariah,Pembuatan Tempe,"208,06",120,4,2008,"['_pengusahadetail(""?pm=uB8kSfnWO0Pt1RoqOB7rPg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Komariah"")']"
 Dandang Suhaidi,Pembuatan Dandang,"36,36","100,5",3,2008,"['_pengusahadetail(""?pm=i0XprHIvrSSIMw44Q2qGRA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Dandang Suhaidi"")']"
 Herman Kustiawan,Pembuatan Kerupuk,"13,43",216,4,2008,"['_pengusahadetail(""?pm=gLhqGbR3VhZokM1NzDR0LQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Herman Kustiawan"")']"
 Raswin,Pembuatan Tempe,"8,5",42,2,2008,"['_pengusahadetail(""?pm=EPZQrIMMQoYL3cz6UUp00A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Raswin"")']"
 Dandang Rivai,Pembuatan Dandang,"54,5",31,4,2008,"['_pengusahadetail(""?pm=ijo3oMBh4q5pnFYn5qZpJw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Dandang Rivai"")']"
 Dandang Royana,Pembuatan Dandang,"4,75",26,1,2008,"['_pengusahadetail(""?pm=3zOc62iXesZoszXEKQ6S1A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Dandang Royana"")']"
 Ahmad Jaimuri,Pembuatan Kerupuk,"14,79",24,3,2008,"['_pengusahadetail(""?pm=HN+YuYBjcIPMfUZl6Wb1Cw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Ahmad Jaimuri"")']"
 Melati,Pembuatan Dodol,"23,3",64,10,2008,"['_pengusahadetail(""?pm=1RF5AUHjDhu+vg1rQz1v1g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Melati"")']"
 M Salim,Pembuatan Kerupuk,"39,5",85,8,2008,"['_pengusahadetail(""?pm=Mk4aQl6mWp7AMXui3rvCdA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""M Salim"")']"
 Taryo,Pembuatan Tahu Goreng,54,336,5,2008,"['_pengusahadetail(""?pm=TSVwJjIxebrSwmdXGfS1+w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Taryo"")']"
 Percetakan Purnama,Percetakan,"29,4",192,4,2008,"['_pengusahadetail(""?pm=nMfaG/o5r6kXRceUQUVCbQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Percetakan Purnama"")']"
 Muhtar,Pembuatan Kerupuk,"34,3",120,6,2008,"['_pengusahadetail(""?pm=0120d8UPLQQsVKeWWL64+w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Muhtar"")']"
 Suparman,Pembuatan Kerupuk,29,360,6,2008,"['_pengusahadetail(""?pm=BrSIMk6TJx1gKw655io/sg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Suparman"")']"
 Saodah,Pembuatan Dandang,"52,65",88,1,2008,"['_pengusahadetail(""?pm=xsKLUGIHOMfkwvByVvC3UA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Saodah"")']"
 Dandang Zandariah,Pembuatan Dandang,"24,3",26,6,2008,"['_pengusahadetail(""?pm=H15RRzMWV+GpjgqXtPDsMw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Dandang Zandariah"")']"
 Tahu Rusyanto,Pembuatan Tahu Goreng,"45,76",360,5,2008,"['_pengusahadetail(""?pm=dYT2Hwgi5m+yHU3hczkH6w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Tahu Rusyanto"")']"
 Tempe Ipal,Pembuatan Tempe,"12,92","25,2",1,2008,"['_pengusahadetail(""?pm=Yt4Gp2nhLYxhpao1wDpOqQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Tempe Ipal"")']"
 Refi Sari,Pembuatan Selai,"5,45",8,3,2008,"['_pengusahadetail(""?pm=edbffXlkJnBorfA/+Ug7Hw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Refi Sari"")']"
 Wajik Nanas Asli Up2K Kenangan,Pembuatan Wajik,"10,77","8,5",5,2008,"['_pengusahadetail(""?pm=lqZI3LXNtjBqViy+6fpsOg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Wajik Nanas Asli Up2K Kenangan"")']"
 Konveksi Karya Remaja,Pembuatan Pakaian,277,336,6,2008,"['_pengusahadetail(""?pm=j+k29EJjJ4O3xcpa//m5hA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Konveksi Karya Remaja"")']"
 Bengkel Las Riska,Pembuatan Pagar dan Teralis,320,37,1,2008,"['_pengusahadetail(""?pm=q1e6Gr2dAftBdoue4hCr+A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bengkel Las Riska"")']"
 Bella Silver Art,Pembuatan Asesoris,948,960,37,2008,"['_pengusahadetail(""?pm=im/fW8bsQLTn/DzhXdDOBQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bella Silver Art"")']"
 Ayu Gorden,Pembuatan Gorden,76,340,7,2008,"['_pengusahadetail(""?pm=j59nIvMETsw7u5JMLGk/hA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Ayu Gorden"")']"
 Bengkel Las Nur Hidayat,"Pembuatan Pagar, Kanopi dan Teralis",81,340,4,2008,"['_pengusahadetail(""?pm=6c3UsOI2qV+7hPwaQ7hfoQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bengkel Las Nur Hidayat"")']"
 Penjahit Al Fath,Pembuatan Pakaian,"36,7",90,15,2008,"['_pengusahadetail(""?pm=C+qHnyAWiVUirNt74HVQWQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Penjahit Al Fath"")']"
 Gendhewa Woodcraft,Pengolahan Kayu,"62,1",36,5,2008,"['_pengusahadetail(""?pm=UBbbSsmp34vlIsRGvN0ELQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Gendhewa Woodcraft"")']"
 Soto Kudus Pak Dhalil,Pembuatan Soto,"45,83","141,3",4,2008,"['_pengusahadetail(""?pm=Tdd+OH/xnSwUKGZviFF8KA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Soto Kudus Pak Dhalil"")']"
 Exis Collection,Pembuatan Tas,"190,8",164,9,2008,"['_pengusahadetail(""?pm=NX0Oxz2Ly3OuHe6TMHbkzQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Exis Collection"")']"
 Imam Harso Riadji,Pembuatan Tas,"62,2",48,4,2008,"['_pengusahadetail(""?pm=XYO1ohUjqw2y5bfZ8Xym/Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Imam Harso Riadji"")']"
 Yuni Batik,Pembuatan Topeng,26,90,10,2008,"['_pengusahadetail(""?pm=7e0AnFUvHPGuRTSQ/ibKEQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Yuni Batik"")']"
 Batubata Pak Hadiwiasa,Industri Batubata,60,57,5,2013,"['_pengusahadetail(""?pm=VP6Zj8JdUjx3Hm5s4ecdPA==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Batubata Pak Hadiwiasa"")']"
 Batubata Pak Sarjono,Industri Batubara,265,66,6,2013,"['_pengusahadetail(""?pm=OWWNN76Ji+7LJj7LoavpzA==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Batubata Pak Sarjono"")']"
 Tempe Pak Triyat,Pengolahan Tempe,357,106,5,2013,"['_pengusahadetail(""?pm=ZLg5VKwRzho+pZ0imuR54w==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Tempe Pak Triyat"")']"
 Industri Tahu,Industri Tahu,69,602,6,2013,"['_pengusahadetail(""?pm=QB+Idh8BkVCV7Nh3JXGHqA==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Industri Tahu"")']"
 Telur Asin Bu Hartati,Industri Telor Asin,15,49,5,2013,"['_pengusahadetail(""?pm=2o6W7XGy0scPXwabOaDNvg==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Telur Asin Bu Hartati"")']"
 Tahu Desa,Pabrik Tahu,"56,7","97,2",2,2009,"['_pengusahadetail(""?pm=Yt8TD8luLPP3nJ0rLmnEww==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Tahu Desa"")']"
 Bata Expres,Bata,43,360,4,2013,"['_pengusahadetail(""?pm=gLfZas/x4uDbE0bhzUz7og==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Bata Expres"")']"
 Pembuatan Gula Merah/Nira Kelapa,Pembuatan Gula Merah,4,"28,8",1,2012,"['_pengusahadetail(""?pm=IRhvpVdb/ZNIkCjUf/jshQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Pembuatan Gula Merah/Nira Kelapa"")']"
 USAHA KERAJINAN ROTAN,KERAJINAN ROTAN,8,132,6,2012,"['_pengusahadetail(""?pm=UORxizMcZC3ZHf5/7I9Gbg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""USAHA KERAJINAN ROTAN"")']"
 Not Available,Pembuatan Batu Bata,"13,75",96,3,2011,"['_pengusahadetail(""?pm=dsksMN0tjPAblgxdMaD36A==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Not Available"")']"
 Indah Rotan,Kerajinan Rotan,6,54,1,2011,"['_pengusahadetail(""?pm=J2L3uHdngZ5Z1RCMVmoJFg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Indah Rotan"")']"
 NA,Kerajinan Logam,"146,3","464,1",2,2011,"['_pengusahadetail(""?pm=rn9C2GKv6A7kD2fPShEO4g==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""NA"")']"
 Nura Etsa,Kerajinan Logam,50,300,9,2011,"['_pengusahadetail(""?pm=IjPJAWMeh4zdthhXQHvcfw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Nura Etsa"")']"
 Mekar Sari,Sandal Bandol,17,51,3,2011,"['_pengusahadetail(""?pm=1y78f5GAEB3fT0c4KhiVew==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Mekar Sari"")']"
 NA,Industri Tempe,"60,55",66,3,2011,"['_pengusahadetail(""?pm=DpgFJFZ7EeG8hyatRsfrNA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""NA"")']"
 Rotan Kali Banjaran,Kerajinan Rotan,"20,7",84,2,2011,"['_pengusahadetail(""?pm=19kNfWk+xXsIVaHAOk98/g==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Rotan Kali Banjaran"")']"
 Mhasa Rumah Bingkai,Pigura,14,76,2,2011,"['_pengusahadetail(""?pm=H6/jCDZrozG55orgCN+1cA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Mhasa Rumah Bingkai"")']"
 TRASO,CINCIN SUMUR,6,72,2,2012,"['_pengusahadetail(""?pm=vJ0WC/f6+7/B4AJ8PjQWfg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""TRASO"")']"
 USAHA PERCETAKAN CINCIN SUMUR,PERCETAKAN CINCIN SUMUR,25,144,4,2012,"['_pengusahadetail(""?pm=Vq+z16Hacv4I+1BkhC265w==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""USAHA PERCETAKAN CINCIN SUMUR"")']"
 PANDAI BESI,PANDAI BESI,7,56,3,2012,"['_pengusahadetail(""?pm=fkqI9eP2zqwDh+SH+ebD3w==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""PANDAI BESI"")']"
 TGK ANWAR TRASO,USAHA CINCIN SUMUR,20,40,2,2012,"['_pengusahadetail(""?pm=k3yXxPLh/tFsXakMyhzrEg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""TGK ANWAR TRASO"")']"
 TOKO KACA,ALUMANIUM,25,132,4,2012,"['_pengusahadetail(""?pm=TASU5n/1KJFkxBAD0SeGTA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""TOKO KACA"")']"
 Wiwiek,Pembuatan Amplang,"147,75",675,11,2008,"['_pengusahadetail(""?pm=XWtY4ULpH3m+JmktNhVV5Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Wiwiek"")']"
 Warung Ramika,Pembutan Makanan Khas Banjar,"603,43",240,2,2008,"['_pengusahadetail(""?pm=M/nUOQsp4aYEVqtRmpmOIw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Warung Ramika"")']"
 Kerupuk Haruan 3H ( Handayani ),Pembutan Kerupuk,"20,2",23,5,2008,"['_pengusahadetail(""?pm=7x78kQQpupTL4BPOHZRW6w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kerupuk Haruan 3H ( Handayani )"")']"
 Kerupuk Haruan Dan Udang Prod. Akli,Pembutan Kerupuk,"8,61",48,4,2008,"['_pengusahadetail(""?pm=XNs8K/rOa9au00tWcZT4fA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kerupuk Haruan Dan Udang Prod. Akli"")']"
 Norsinah,Pembutan Kerupuk,"4,65",70,5,2008,"['_pengusahadetail(""?pm=9tWpo0/ftOatZpERkH8Iug==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Norsinah"")']"
 Mastifah,Pembutan Kerupuk,"7,16","17,5",4,2008,"['_pengusahadetail(""?pm=FMiUMCF1SQSegbFVc9vHzw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Mastifah"")']"
 Ramina,Pembutan Kue Bingka,"7,2",78,4,2008,"['_pengusahadetail(""?pm=p/poiTQKiTzFq0uEa0b/WA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Ramina"")']"
 Mahrita,Pembutan Kerupuk,"6,22",12,1,2008,"['_pengusahadetail(""?pm=BlCKGnoRPkTNodRNeZ8cww==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Mahrita"")']"
 Supian Hadi,Pembutan Tajau,"11,6",50,6,2008,"['_pengusahadetail(""?pm=Obu/HYcd5C3hkGcgmxT3kA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Supian Hadi"")']"
 Masrani,Pembutan Kerupuk,"5,6",33,4,2008,"['_pengusahadetail(""?pm=G685NT0db+cR41/qsHpDxQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Masrani"")']"
 Mayasin,Pembutan Tajau,"6,5","46,8",3,2008,"['_pengusahadetail(""?pm=5It6Ee3YXRAxhZbstaLagQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Mayasin"")']"
 Kerupuk Udang Cap Adik Ayu,Pembutan Kerupuk,"4,45",100,1,2008,"['_pengusahadetail(""?pm=C1wtoHvZ3kSz/BHjL0j/Zw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kerupuk Udang Cap Adik Ayu"")']"
