Nama Perusahaan/Nama Pengusaha,Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick
 Toko Kelontongan,Dagang Kelontongan,55,667,2,2010,"['_pengusahadetail(""?pm=N+6hlrKD0qSqGcmyL6ESfQ==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Toko Kelontongan"")']"
 RM. Vicky Vinus,Rumah Makan,17,"60,6",2,2011,"['_pengusahadetail(""?pm=WMt9BPbIxFdzgMkC/uu+ew==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""RM. Vicky Vinus"")']"
 Warung Manisan,Dagang,"10,3",60,1,2011,"['_pengusahadetail(""?pm=ebxdZDgfuR6vCixukD+Oew==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Warung Manisan"")']"
 Mie Bakso Widodo,Lintas  Liwa,4,261,1,2011,"['_pengusahadetail(""?pm=EbCTt5RvBJ5JtuzTV7h9+A==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Mie Bakso Widodo"")']"
 Warung Widya,Perdagangan,"25,3",63,2,2011,"['_pengusahadetail(""?pm=1Zlcq9Ai79IPEovWVRVlTA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Warung Widya"")']"
 Konter Pulsa,Konter Pulsa,"16,2",126,1,2011,"['_pengusahadetail(""?pm=yInI7lnF+T2TBmfG//XEJw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Konter Pulsa"")']"
 Warung Manisan,Dagang Makanan,22,60,2,2011,"['_pengusahadetail(""?pm=i49A0e5/J0YOMAYZxA0y9A==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Warung Manisan"")']"
 Warung Ibu Handa,Warung Kelontong,35,24,1,2011,"['_pengusahadetail(""?pm=FgomYkazBQh/IGa+vxh7nw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Warung Ibu Handa"")']"
 Kios Kue (budi Yanto),Dagang Kue,29,180,1,2010,"['_pengusahadetail(""?pm=Lc9vaqxKIsbpekARfvkI8w==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Kios Kue (budi Yanto)"")']"
 Kios Sayuran (muslimatun),Dagang Sayuran,3,"62,79",1,2010,"['_pengusahadetail(""?pm=/zGQcP+Fuspkpy494/1Dhg==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Kios Sayuran (muslimatun)"")']"
 Jambo Bada,Caf,2,92,4,2011,"['_pengusahadetail(""?pm=AGVH0IProg/6Rb6MYUkarg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Jambo Bada"")']"
 Salman Sanusi,Jual Minyak,377,150,2,2011,"['_pengusahadetail(""?pm=SZT5ms1iotlRfMdbRYnzcw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Salman Sanusi"")']"
 Warung Karin,Toko Kelontong,31,36,2,2012,"['_pengusahadetail(""?pm=SGCwz6QDCiXKtb61hmHfWQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Karin"")']"
 Warung Sayur & Sembako,Warung Sayur,35,48,2,2012,"['_pengusahadetail(""?pm=Bq6tX4Od4PNatyNwZGAqRQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Sayur & Sembako"")']"
 Sinar Mulia,Alat Tulis,271,420,2,2010,"['_pengusahadetail(""?pm=1orMcu1TBbk/yNMeRi8oPA==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Sinar Mulia"")']"
 Toko Sarni,Sembako,"141,1",114,1,2010,"['_pengusahadetail(""?pm=01wx5Z4NGn+S8fbH0IzDtg==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Toko Sarni"")']"
 Warung Indah,Sembako,"186,75","55,5",1,2010,"['_pengusahadetail(""?pm=T3hbJZxJYfluFPSbGhiHCA==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Warung Indah"")']"
 Wr. Kelontongan Tahi M.,Kelontongan,"71,5",60,1,2010,"['_pengusahadetail(""?pm=TadoQLTh5uyhqkEsI+tinA==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Wr. Kelontongan Tahi M."")']"
 Toko Mbak War,Dagang Retail,"107,5",42,0,2010,"['_pengusahadetail(""?pm=02YRp7/fqS6Dz3tCy0rqHw==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Toko Mbak War"")']"
 Muhsin Colection,Penjualan Busana,"36,5",94,1,2010,"['_pengusahadetail(""?pm=HwRhy9maObta+qC4vCsFYg==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Muhsin Colection"")']"
 Kios Ramlah ,Kios Sembako,81,291,1,2012,"['_pengusahadetail(""?pm=uiufQeS6sNeGChMjQ/vrnQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Kios Ramlah "")']"
 Bengkel Motor Arema ,Bengkel Motor ,71,75,2,2012,"['_pengusahadetail(""?pm=tr5iEtxOqb6yHF84Tulbxw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Bengkel Motor Arema "")']"
 Kios Ani ,Kios ,260,50,2,2012,"['_pengusahadetail(""?pm=9O31Jra4xhJnd9lohaFv7A==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Kios Ani "")']"
 KEDAI SAMPAH IRSA,KEDAI SAMPAH,"221,63",406,3,2011,"['_pengusahadetail(""?pm=hAsMpf8vGnEl/sEFrH6OqA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""KEDAI SAMPAH IRSA"")']"
 Centra Cell,"M-Kios, Counter",848,2.760,1,2012,"['_pengusahadetail(""?pm=0zGTO1Dukxanf7DOc8otDg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Centra Cell"")']"
 Bengkel Dinamo Agung,Bengkel Dinamo,61,57,2,2012,"['_pengusahadetail(""?pm=QNsjvOKV+mnSwCWk7Sx4lg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Bengkel Dinamo Agung"")']"
 Kios Titin,Kios,195,72,0,2012,"['_pengusahadetail(""?pm=FHxeqfPdkjGf9AXsfYhZQg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Kios Titin"")']"
 Bengkel Motor Thio,Bengkel Motor,15,62,2,2012,"['_pengusahadetail(""?pm=OekN3i22Xkxop7qNoUt4tA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Bengkel Motor Thio"")']"
 Warung Rizki,Warung Sembako Dan Sayuran,35,39,2,2012,"['_pengusahadetail(""?pm=ZBGAQaCAfsWN3C17Wum4sQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Rizki"")']"
 Toko Kelontong,Toko Kelontong,41,72,2,2012,"['_pengusahadetail(""?pm=2yY+sxz3I+yh6vj+HhadDw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Toko Kelontong"")']"
 Toko Kelontong,Toko Kelontong,60,97,2,2012,"['_pengusahadetail(""?pm=YgcuzRN2excPvDgXz+rrLg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Toko Kelontong"")']"
 Usaha Telur Asin,Penjualan Telur Asin,30,49,2,2012,"['_pengusahadetail(""?pm=B/XBCbjAi0HOhOaJ83Mh5g==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Usaha Telur Asin"")']"
 Warung Sembako,Warung Sembako Dan Sayuran,43,162,1,2012,"['_pengusahadetail(""?pm=tAc1VZvG8PBVFmZ0lVsAPw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Sembako"")']"
 Toko Kelontong,Warung Sembako Dan Sayuran,50,126,3,2012,"['_pengusahadetail(""?pm=x5bksAHm9LhIzWmJtaaEyA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Toko Kelontong"")']"
 Warung Sayuran & Pecel Umbas,Warung Sayur,38,146,2,2012,"['_pengusahadetail(""?pm=wUAlNKYDotGakM8cg1h7Rw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Sayuran & Pecel Umbas"")']"
 Indie Cell,Kounter HP,48,190,3,2012,"['_pengusahadetail(""?pm=IluCtggzMxWwABMJMIu04A==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Indie Cell"")']"
 Warung Raihan Roziq,Warung Sembako,63,162,1,2012,"['_pengusahadetail(""?pm=veUMtlqMNu+B9zH/SBrlcg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Raihan Roziq"")']"
 AA Cell,Penjualan Pulsa (kounter),33,120,3,2012,"['_pengusahadetail(""?pm=RQowSwnBhzYJadZC8qgUiQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""AA Cell"")']"
 Warung Anggoro,Toko Kelontong,66,78,2,2012,"['_pengusahadetail(""?pm=2BrkZlmgfRs9VOS+NV1iCA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Anggoro"")']"
 Topi Dan Peci Bawah Tangga,Perlengkapan Sholat,266,"11,4",0,2010,"['_pengusahadetail(""?pm=6ku71obJhgo8obpZmvcyHQ==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Topi Dan Peci Bawah Tangga"")']"
 Variasi Motor Caca,Variasi Motor,"55,9","12,3",0,2010,"['_pengusahadetail(""?pm=s8hNHp3VOn7I9/an8PMlkQ==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Variasi Motor Caca"")']"
 Toko Surya,Minimarket,"344,5",660,0,2010,"['_pengusahadetail(""?pm=xyLsIeQSCVFQHDy7RqlfIQ==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Toko Surya"")']"
 Toko Riski,Alat Listrik,410,39,0,2010,"['_pengusahadetail(""?pm=4Ge4S7cCvDGhO9bvhMILLQ==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Toko Riski"")']"
 Toko Firdaus,Sepatu,182,46,2,2010,"['_pengusahadetail(""?pm=Eu96RKxA3mO1L35lXmsR4w==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Toko Firdaus"")']"
 Warung Geje,Warung Klontongan,"335,5","111,5",0,2010,"['_pengusahadetail(""?pm=iDwcDW9EDsyLG2mBlopPCg==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Warung Geje"")']"
 Gina Ponsel,Dagang Voucher Handphone,18,108,2,2008,"['_pengusahadetail(""?pm=lxZa7v8FVNaxd2GluwXMNA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Gina Ponsel"")']"
 Bengkel Eko,Bengkel Motor,77,30,1,2012,"['_pengusahadetail(""?pm=SxuLA1pjUYuJEuLkxdVmvg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Bengkel Eko"")']"
 Warung Kelontong,Warung Kelontong,29,68,1,2012,"['_pengusahadetail(""?pm=fub7IS+IVz/j7fIx84nkCA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Kelontong"")']"
 Warung Dani,Warung Kelontong,35,25,1,2012,"['_pengusahadetail(""?pm=aK0BT0YvmQ1BDSstrVI7Nw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Dani"")']"
 Warung Puput,Warung,47,36,2,2012,"['_pengusahadetail(""?pm=4suHXMmHI4tXxIWI75HbRg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Puput"")']"
 Warung Sayuran,Warung Sayuran,69,30,1,2012,"['_pengusahadetail(""?pm=k5ombWfAnvlWvYXSKXdc6Q==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Sayuran"")']"
 Warung Hernandes,Warung Kelontong,19,30,1,2012,"['_pengusahadetail(""?pm=q+S4aeepvqIUQQrF8mh0aA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Hernandes"")']"
 Warung Nazar,Warung Kelontong,31,36,1,2012,"['_pengusahadetail(""?pm=SYZyXJb8l3CZ8bnCvxv8/g==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Nazar"")']"
 RM Soto Kudus,Soto Kudus,29,56,2,2012,"['_pengusahadetail(""?pm=UQ8RvCoNtstZg4pORHiQgQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""RM Soto Kudus"")']"
 Toko Iwan,Warung Kelontong,53,60,1,2012,"['_pengusahadetail(""?pm=UZYBhda37F62LTaF+IJndw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Toko Iwan"")']"
 Warung Fandi,Warung Kelontong,35,48,1,2012,"['_pengusahadetail(""?pm=GSraOeUeXgaaB62nmfVEug==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Fandi"")']"
 Warung Isnawati,Warung Kelontong,31,21,1,2012,"['_pengusahadetail(""?pm=en9uGE8gS1NSflIN8vg1MA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Isnawati"")']"
 Warung Bu Ani,Dagang,28,36,1,2012,"['_pengusahadetail(""?pm=kqx9yR0BHiuZDJOpDYLRaw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Bu Ani"")']"
 Warung Bu Nani,Warung Kelontong,49,64,1,2012,"['_pengusahadetail(""?pm=TyRu3E3hxyD04r3yoy/kWg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Bu Nani"")']"
 Bengkel Enjoy,Bengkel,21,45,1,2012,"['_pengusahadetail(""?pm=vZJ/gH1P3q4EUVIrAC5kuA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Bengkel Enjoy"")']"
 Warung Kelontong,Dagang Makanan Dan Minuman,34,42,2,2012,"['_pengusahadetail(""?pm=05QCS8NfFxcSiT5NebKx6A==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Kelontong"")']"
 Warung Dinda,Warung Makan,27,26,2,2012,"['_pengusahadetail(""?pm=OMmfcTbQ9uoPn9nvvamURQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Dinda"")']"
 Sonic Seluler,Konter HP,14,48,1,2012,"['_pengusahadetail(""?pm=+F1Bzea7wxuH5oPrP9hPrA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Sonic Seluler"")']"
 Baju Maimanah,Menjual Baju,"158,25",240,1,2010,"['_pengusahadetail(""?pm=IXBsm1Ou6yFIPODkUfa8nQ==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Baju Maimanah"")']"
 Warung Arpan,Warung Manisan,307,524,3,2010,"['_pengusahadetail(""?pm=CqPYSp+N2uS89AVMPoP4Yg==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Warung Arpan"")']"
 Toko Alidiyah,Dagang Meubel,"60,8",260,3,2008,"['_pengusahadetail(""?pm=Wuhu8q8st73Ayu/wf1nbRg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Alidiyah"")']"
 Mawar Jaya,Dagang Pot Bunga,"38,02","40,5",3,2008,"['_pengusahadetail(""?pm=lDMx3FurlfSzII7VmIFAJg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Mawar Jaya"")']"
 Sumber Biru,Toko Pracangan,"77,6","236,4",2,2009,"['_pengusahadetail(""?pm=ltQ7fTz1eSGirampE7souQ==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Sumber Biru"")']"
" Nasi Goreng "" MAS DEDI""",Nasi Dan Mie Goreng,135,164,2,2011,"['_pengusahadetail(""?pm=WjWIluaoUQI0qZNWlCA0pw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Nasi Goreng "" MAS DEDI"""")']"
 Toko Emperor,Dagang Mainan,"194,5",1.350,5,2008,"['_pengusahadetail(""?pm=k7HwyLeolyoH0aIFRtQKZw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Emperor"")']"
 Ghefira Nurseri,Dagang Tanaman Hias,"166,65",72,5,2008,"['_pengusahadetail(""?pm=5pfzg1IPXRWbGAYdKgIFVA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Ghefira Nurseri"")']"
 Taman Ageta,Dagang Tanaman Hias,"10.034,1",32,1,2008,"['_pengusahadetail(""?pm=LvPmuakdz5cLWRjCcwwROw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Taman Ageta"")']"
 Dea Nursery,Dagang Tanaman Hias,"156,45",130,2,2008,"['_pengusahadetail(""?pm=5ZaT9sSplB1j4rwDHlvdyA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Dea Nursery"")']"
 Distro Jessy Du,Dagang Pakaian,"55,6",170,1,2008,"['_pengusahadetail(""?pm=51w3GmPs2D3OxdOMWBW0oQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Distro Jessy Du"")']"
 Istana Jam,Jual Jam Tangan Dan Kacamata,863,516,3,2013,"['_pengusahadetail(""?pm=FKNsjDqxJT9U/ixWHfyvpQ==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Istana Jam"")']"
 Toko Ilham,Dagang Beras,"80,75",540,2,2008,"['_pengusahadetail(""?pm=3edAyN34M7teAQ70hd+Riw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Ilham"")']"
 Toko Berkah,Dagang Beras,"28,28",175,2,2008,"['_pengusahadetail(""?pm=6QwTfW8EI91pMU1rzxu3dw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Berkah"")']"
 Aftar Aquarium,Dagang Ikan Hias,"34,34",108,2,2008,"['_pengusahadetail(""?pm=1tjXHUU5r/mg+DIJrfwYpw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Aftar Aquarium"")']"
 UD Sunaryo,Dagang Material Bangunan,357,120,7,2008,"['_pengusahadetail(""?pm=cy1VwYSjPl4skfu+3t8jVw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD Sunaryo"")']"
 Alya Collection,Dagang Tas dan Sandal,"78,8",162,4,2008,"['_pengusahadetail(""?pm=CSk/Jb53rkkq11jRhyQuPw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Alya Collection"")']"
 Rapi Handycraft,Dagang Tas Natural,"22,2",85,2,2008,"['_pengusahadetail(""?pm=pjBOSZGtoQsRDhFG/HrQMQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Rapi Handycraft"")']"
 Jual Beli Barang Bekas Marlan,Barang Bekas,5,432,1,2013,"['_pengusahadetail(""?pm=ogkT3ipf7DTW6FI4jOd+6Q==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Jual Beli Barang Bekas Marlan"")']"
 Toko Baju Snaken,Pakaian,113,500,1,2013,"['_pengusahadetail(""?pm=pZ03feJsgqTzjZwhGDXmVw==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Toko Baju Snaken"")']"
 Sendal Sejahtera,Sendal,116,360,1,2013,"['_pengusahadetail(""?pm=DGhPU/GJya42qIsMfXdgNw==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Sendal Sejahtera"")']"
 Toko Sembako Jayadi,Sembako,"16,3",180,1,2013,"['_pengusahadetail(""?pm=WNmo+0DL+avtdnWTvST1uA==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Toko Sembako Jayadi"")']"
 Warung Sembako Irhan,Sembako,"110,5",480,2,2013,"['_pengusahadetail(""?pm=apUE+nq0NJT0rBXGgU6K9g==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Warung Sembako Irhan"")']"
 Toko Rajut,Tas Rajut,21,600,1,2013,"['_pengusahadetail(""?pm=GodhSmEiQwNwegq7lLY5hQ==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Toko Rajut"")']"
 Toko Ningrum,Kelontongan,130,720,1,2013,"['_pengusahadetail(""?pm=Qp+Z2XNeStBeGsAJ7FhqUQ==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Toko Ningrum"")']"
" Tenda Kemah ""iriyanto""",Tenda Kemah,7,72,1,2013,"['_pengusahadetail(""?pm=yiokZ5KEDVDZhZFwGxQDpA==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Tenda Kemah ""iriyanto"""")']"
 Toko Karta,Sembako,130,108,2,2013,"['_pengusahadetail(""?pm=EXcHKARb+TvXeZtXnOdlMQ==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Toko Karta"")']"
 Surya Kecana,Peralatan Listrik,"110,5",600,1,2013,"['_pengusahadetail(""?pm=0NtFp6UcHA7ToYdxVl39aA==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Surya Kecana"")']"
 Masker Pak Gunawan,Masker,"10,9",108,1,2013,"['_pengusahadetail(""?pm=CwM4mltotSjQaQxTLyaOpg==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Masker Pak Gunawan"")']"
 Mainan Bude Kelapa,Mainan,"8,9",108,1,2013,"['_pengusahadetail(""?pm=WKvqyUxzzbi8PBdRS4MlBw==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Mainan Bude Kelapa"")']"
 Not Available,Perdagangan,24,324,7,2011,"['_pengusahadetail(""?pm=KYBxQ1xsTcH/50bcnv16kw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Not Available"")']"
 NA,Perdagangan Pulsa,"62,5",1.715,2,2011,"['_pengusahadetail(""?pm=6vJGQGSmagtchttl3Qct8Q==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""NA"")']"
 My Funny Felt,Perdagangan Aksesoris,169,45,3,2011,"['_pengusahadetail(""?pm=QdLbv9N7tVTjajZYcVTq6w==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""My Funny Felt"")']"
 WARUNG NASI,RUMAH MAKAN,15,564,6,2012,"['_pengusahadetail(""?pm=bmfjy1hm+KFK0dt+phYbjA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""WARUNG NASI"")']"
 OLA STIKER,STIKER,9,63,1,2012,"['_pengusahadetail(""?pm=9QUAatIxiOJOFMsjYpweaA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""OLA STIKER"")']"
 MALA PULSA,PONSEL,42,13,3,2012,"['_pengusahadetail(""?pm=2OIG71xE68UytBX3YQiKTA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""MALA PULSA"")']"
 ARKUN CITY,ATK,12,156,1,2012,"['_pengusahadetail(""?pm=nYXyfO4+1lI8Gny2nyJeOg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""ARKUN CITY"")']"
 BENGKEL SERVIS,"SERVIS,JUAL SPARE PART",8,2,2,2012,"['_pengusahadetail(""?pm=+MEcHJEuyTKl/jWcSBGK6A==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""BENGKEL SERVIS"")']"
 USAHA AIR ISI ULANG,AIR ISI ULANG,35,92,3,2012,"['_pengusahadetail(""?pm=/YbIWuVl9BpOoP/Z8fwuvg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""USAHA AIR ISI ULANG"")']"
 USAHA AIR ISI ULANG,AIR ISI ULANG,41,83,2,2012,"['_pengusahadetail(""?pm=LzdhWEkt44JTKLhYdlhHjA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""USAHA AIR ISI ULANG"")']"
 AIR ISI ULANG,AIR ISI ULANG,38,348,2,2012,"['_pengusahadetail(""?pm=9mfntTHBk9CV4hRz4r6/Bw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""AIR ISI ULANG"")']"
 YAN SERVICE,Bengkel Sepeda Motor,36,62,1,2012,"['_pengusahadetail(""?pm=bmFR8HrqZr50AtdEF0z9qA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""YAN SERVICE"")']"
 UD. FITRI,Jual Barang Kelontong,18,432,3,2012,"['_pengusahadetail(""?pm=dSsJ8vJNjQH4ZN6YC5KM0Q==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""UD. FITRI"")']"
 PENJUAL CD COMPACT,DVD/VCD,18,72,2,2012,"['_pengusahadetail(""?pm=/p3ZdrEBqaIJqeeWCRaYHg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""PENJUAL CD COMPACT"")']"
 RUMAH MAKAN,RUMAH MAKAN,616,246,3,2012,"['_pengusahadetail(""?pm=P8nbhmmE9hqoBcLt+JY6Hw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""RUMAH MAKAN"")']"
 KIOS SALE DAN BUAH,PISANG SALE,23,396,2,2012,"['_pengusahadetail(""?pm=+MhAGh+awoUno1HMb2JRSw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""KIOS SALE DAN BUAH"")']"
 RANGKANG TRIENG,MAKANAN/MINUMAN,9,504,5,2012,"['_pengusahadetail(""?pm=ofmNZr3ApdxW/3VIkxbMhQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""RANGKANG TRIENG"")']"
 Kios Homan,Dagang Pancarekenan,"60,17",108,1,2008,"['_pengusahadetail(""?pm=LLN4phGiSMv+H3nWqzAbZg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kios Homan"")']"
 Kios Hambali,Dagang Beras,107,180,5,2008,"['_pengusahadetail(""?pm=+42PxE45eKPRgEzz7lxWgA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kios Hambali"")']"
 Hj. Maspah,Dagang Tanggui,"81,5",40,3,2008,"['_pengusahadetail(""?pm=XU0Mwr8W05EbRwpIKveANg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Hj. Maspah"")']"
 Warung Linda,Dagang Makanan & Minuman Ringan,"5,5",121,2,2008,"['_pengusahadetail(""?pm=Rq0eKs3BtO78/jU8aGh4WA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Warung Linda"")']"
 Toko H.M. Misran,Dagang Karpet,"160,5",725,4,2008,"['_pengusahadetail(""?pm=vNKRpsTS0zj4+aylKMKQJQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko H.M. Misran"")']"
 Thamrin Phone Cell,"Dagang Handphone, Aksesoris, pulsa","7,8",174,3,2008,"['_pengusahadetail(""?pm=Nl6R8rlObvTCEdblaTF79A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Thamrin Phone Cell"")']"
 Toko Budhi Bersama,Dagang sembako dan pancarekenan,"11,15",108,3,2008,"['_pengusahadetail(""?pm=wW/y1PfMWc05ThQ33+/xHA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Budhi Bersama"")']"
 Rahman Cake,Dagang kue basah dan kue kering,"34,4",411,6,2008,"['_pengusahadetail(""?pm=Dsm/YlId+Z4NYzTrMuEOOA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Rahman Cake"")']"
 Toko Amplang,Dagang Amplang,"34,4",528,1,2008,"['_pengusahadetail(""?pm=fqeprFMkNryf11vJfvk+Pg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Amplang"")']"
 Toko Kembar,Dagang bahan bangunan,"31,2","109,5",3,2008,"['_pengusahadetail(""?pm=jN5Pi9gMiJsmQRLs4MjCgw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Kembar"")']"
 Norhayati,Dagang Pancarekenan,"2,45",28,3,2008,"['_pengusahadetail(""?pm=TqUR7p6vAoVKY6VyxBFKQg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Norhayati"")']"
 Asdiyah,Dagang Pancarekenan,"4,25",66,1,2008,"['_pengusahadetail(""?pm=ySkbtAvDErJu7WhSxRJCZw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Asdiyah"")']"
