Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick,Sektor,Nama Badan Hukum,Jumlah Tenaga Kerja,Sistem Penjualan,Target Pasar Utama : Produk Masal,Target Pasar Utama : Produk Spesifik,Tingkat Pesaing Usaha,Total Aset,Penjualan Rata-Rata per Tahun,Proyeksi Pertumbuhan Penjualan,Kebutuhan Pembiayaan Kredit ,Nilai Aset yang data menjadi jaminan kredit,Jumlah Dokumen Persyaratan Kredit
Burger,"5,6",36,1,2013,?pm=OoovF5q/EXobIbwHGNSNsg==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 5,60 Juta","Rp. 36,00 Juta",5 %/Tahun,"Rp. 5,00 Juta","Rp. 8,00 Juta",5
Siomay,5,72,1,2013,?pm=hkqsG36jIYFk8f4AW4MN3A==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 5,00 Juta","Rp. 72,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 0,00 Juta",2
Es Bejo,5,108,1,2013,?pm=U3MzaBe0G2uTJXRA8eXoVA==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 5,00 Juta","Rp. 108,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 8,00 Juta",5
Ikan Asin,3,360,1,2013,?pm=RYU3K3McCz8a2rBY3qme2A==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 3,00 Juta","Rp. 360,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 11,00 Juta",4
Pentol,"2,1",108,1,2013,?pm=vAM54N3UJkmtj9GRDmeALQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 2,10 Juta","Rp. 108,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 14,00 Juta",5
Es Kelapa Dan Drum,"7,5",90,1,2013,?pm=a16LALI30Vh25fHq1LqAow==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 7,50 Juta","Rp. 90,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 0,00 Juta",5
Martabak,"6,8",144,1,2013,?pm=C3bzXaWJGuyuzKizdwuTIA==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 6,80 Juta","Rp. 144,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 16,00 Juta",4
Pentolan,"5,7",288,1,2013,?pm=lVNWLdoRBSqZynjZDGA93g==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 5,70 Juta","Rp. 288,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 10,00 Juta",5
Buah-buahan,3,90,1,2013,?pm=+EifFqugD15Nevs3gzFPcw==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 3,00 Juta","Rp. 90,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 14,00 Juta",4
Pentol,"3,2",72,1,2013,?pm=Tp3IFlCpO6rf1SbK53lmuw==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 3,20 Juta","Rp. 72,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 7,00 Juta",4
Martabak Dan Terang Bulan,"6,7",360,2,2013,?pm=/GLHZIEz3EPkE+leMzr0Xw==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 6,70 Juta","Rp. 360,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 8,00 Juta",3
Warung Nasi Uduk,22,254,8,2011,?pm=FBDWhUq2um4la9+/pF3WSg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,8,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 22,00 Juta","Rp. 254,00 Juta",5 %/Tahun,"Rp. 10,00 Juta","Rp. 15,00 Juta",5
MIE PANGSIT,9,456,4,2012,?pm=u18iOVG/hKgvB6Zqq8ZQOA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,4,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Sedang,"Rp. 9,00 Juta","Rp. 456,00 Juta",30 %/Tahun,"Rp. 10,00 Juta","Rp. 13,00 Juta",5
Makanan/Minuman,6,162,2,2012,?pm=TJ2VljUno/pWSPqw5mA89w==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Tinggi,"Rp. 6,00 Juta","Rp. 162,00 Juta",7 %/Tahun,"Rp. 10,00 Juta","Rp. 130,00 Juta",5
Bakso,4,192,3,2012,?pm=vp8fLGim29NsbMmpNNhcvw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Sedang,"Rp. 4,00 Juta","Rp. 192,00 Juta",5 %/Tahun,"Rp. 10,00 Juta","Rp. 800,00 Juta",5
Pembutan Nasi kuning,"4,4",99,2,2008,?pm=SwotiOb6A0T4VlKta1vOWQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 4,40 Juta","Rp. 99,00 Juta",10 %/Tahun,"Rp. 2,00 Juta","Rp. 0,00 Juta",3
Pembutan Soto,"32,05",95,3,2008,?pm=MKc88apMK6RDiRqfDRFWXg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 32,05 Juta","Rp. 95,00 Juta",10 %/Tahun,"Rp. 1,00 Juta","Rp. 7,00 Juta",4
Pembutan Ikan Bakar,"5,75",72,1,2008,?pm=pt+GjenCz9QkO2N42VzhWw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 5,75 Juta","Rp. 72,00 Juta",10 %/Tahun,"Rp. 2,00 Juta","Rp. 10,00 Juta",4
Pembutan Ikan Bakar,"4,3",162,1,2008,?pm=7KdU4vRsonhO/AqxExaezw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 4,30 Juta","Rp. 162,00 Juta",5 %/Tahun,"Rp. 0,80 Juta","Rp. 7,00 Juta",4
Pembutan Bubur,"1,56",66,2,2008,?pm=3z6U5hkP1ZGPHFNbuC1lkg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 1,56 Juta","Rp. 66,00 Juta",10 %/Tahun,"Rp. 0,60 Juta","Rp. 0,00 Juta",3
Rumah Makan,3,180,1,2008,?pm=nRoIvpmaSrf9riZJxd3J2g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 3,00 Juta","Rp. 180,00 Juta",30 %/Tahun,"Rp. 1,00 Juta","Rp. 8,00 Juta",4
Rumah Makan,"4,5",109,1,2008,?pm=GuKXNAhnRO9BGJX/BTLMRA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 4,50 Juta","Rp. 109,00 Juta",20 %/Tahun,"Rp. 1,00 Juta","Rp. 60,00 Juta",3
Rumah Makan,"4,5",109,1,2008,?pm=z++ovf8eFcsQXifNEYBmKA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 4,50 Juta","Rp. 109,00 Juta",10 %/Tahun,"Rp. 1,00 Juta","Rp. 60,00 Juta",4
Rumah Makan,"117,68",363,3,2013,?pm=dcJDvNaSX2PQb2vpUieLgg==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Rendah,"Rp. 117,68 Juta","Rp. 363,00 Juta",20 %/Tahun,"Rp. 0,00 Juta","Rp. 40,00 Juta",6
Es Teler Durian,"55,6",240,1,2013,?pm=uyUnGqUWjMDjMVgCxFGyHQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 55,60 Juta","Rp. 240,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 8,00 Juta",4
Rumah Makan,33,420,4,2013,?pm=9CVKV/b9hTpe4DGztwDDJw==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,4,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 33,00 Juta","Rp. 420,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 6,00 Juta",3
Warung Minuman,7,144,1,2013,?pm=OCuUJ+HJnEg16RKm2uPfoQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 7,00 Juta","Rp. 144,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 6,00 Juta",4
Warung Makan,"17,5",360,1,2013,?pm=egIS+Hjdb6DdDBmB/hdDig==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 17,50 Juta","Rp. 360,00 Juta",30 %/Tahun,"Rp. 10,00 Juta","Rp. 7,00 Juta",5
Warung Makanan,32,324,2,2013,?pm=qpMr8u5FCos0JxOzz2YRYQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 32,00 Juta","Rp. 324,00 Juta",100 %/Tahun,"Rp. 6,00 Juta","Rp. 8,00 Juta",5
Rumah Makan,"9,5",108,1,2013,?pm=TsxQK7t/Y0xbu+9xzPVixA==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 9,50 Juta","Rp. 108,00 Juta",15 %/Tahun,"Rp. 10,00 Juta","Rp. 20,00 Juta",6
Rumah Makan,25,"64,8",1,2013,?pm=wFmhTCBjuI5NIc+wPjJaoQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 25,00 Juta","Rp. 64,80 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 24,00 Juta",4
Rumah Makan,"68,5",60,6,2013,?pm=pBGNFzmHVkg1WcLzha1YkQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,6,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 68,50 Juta","Rp. 60,00 Juta",0 %/Tahun,"Rp. 10,00 Juta","Rp. 270,00 Juta",3
Rumah Makan ,"183,3","586,6",6,2011,?pm=+LU5ZTwHFf6TtpuhXQ3NYw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,6,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   90,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   10,00 %",Sedang,"Rp. 183,30 Juta","Rp. 586,60 Juta",30 %/Tahun,"Rp. 0,00 Juta","Rp. 159,00 Juta",6
Pedagang Makanan Dan Minuman,34,51,1,2012,?pm=3rzu0T/naj+olfDF71ErOw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 34,00 Juta","Rp. 51,00 Juta",20 %/Tahun,"Rp. 6,00 Juta","Rp. 60,00 Juta",2
Jual Nasi Uduk,86,28,2,2010,?pm=UBPQEWNi4KpE4UfNImD51g==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   70,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   30,00 %",Sedang,"Rp. 86,00 Juta","Rp. 28,00 Juta",15 %/Tahun,"Rp. 8,00 Juta","Rp. 50,00 Juta",3
Bakso,"8,5",164,0,2010,?pm=mw1vXZ4Z5cMub4uXVHrDcA==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 8,50 Juta","Rp. 164,00 Juta",10 %/Tahun,"Rp. 9,00 Juta","Rp. 0,00 Juta",3
Warung Makan,0,0,2,2012,?pm=jwiz2jS9K1OnOkb6BLH4ng==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %",Sedang,"Rp. 0,00 Juta","Rp. 0,00 Juta",0 %/Tahun,"Rp. 5,00 Juta","Rp. 5,00 Juta",7
Rumput Laut,0,0,2,2012,?pm=8JunWSa5PehImIq/4Bb3mQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   90,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   10,00 %",Tinggi,"Rp. 0,00 Juta","Rp. 0,00 Juta",0 %/Tahun,"Rp. 10,00 Juta","Rp. 40,00 Juta",6
Rumah Makan,115,360,4,2012,?pm=HyUO141HMzAgi7w86DqVdg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,4,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   95,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   5,00 %",Tinggi,"Rp. 115,00 Juta","Rp. 360,00 Juta",20 %/Tahun,"Rp. 0,00 Juta","Rp. 20,00 Juta",6
Rumah Makan,515,525,10,2008,?pm=T+prfWeLsdGTdhyC/3NgxA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,10,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 515,00 Juta","Rp. 525,00 Juta",5 %/Tahun,"Rp. 5,00 Juta","Rp. 7,00 Juta",3
Warung Makan Matang,21,177,2,2011,?pm=KgoYmc4sqV7XNqTOT0sfNQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 21,00 Juta","Rp. 177,00 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 10,00 Juta",5
Rumah Makan Tegal,29,21,4,2008,?pm=tdZSygIArJ6fY6SW/MnI/A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,4,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   90,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   10,00 %",Sedang,"Rp. 29,00 Juta","Rp. 21,00 Juta",20 %/Tahun,"Rp. 0,00 Juta","Rp. 0,00 Juta",3
Dagang Makanan dan Minuman,61,51,4,2008,?pm=NPLiY2Z6R12TyjY2JPUFUQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,4,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   95,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   5,00 %",Sedang,"Rp. 61,00 Juta","Rp. 51,00 Juta",20 %/Tahun,"Rp. 0,00 Juta","Rp. 0,00 Juta",4
Dagang Makanan dan Minuman,32,180,5,2008,?pm=4t+Hi9xc7/dvudDk4u245w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,5,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   50,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   50,00 %",Sedang,"Rp. 32,00 Juta","Rp. 180,00 Juta",30 %/Tahun,"Rp. 0,00 Juta","Rp. 8,00 Juta",6
Rumah makan soto Lamongan,15,210,3,2008,?pm=b9tAutsxCcIRFBrWlQrdpA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   90,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   10,00 %",Sedang,"Rp. 15,00 Juta","Rp. 210,00 Juta",30 %/Tahun,"Rp. 10,00 Juta","Rp. 0,00 Juta",4
Dagang mie ayam bakso,"15,5","105,6",1,2008,?pm=oQ36e6i2appwyos9mAc2kQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 15,50 Juta","Rp. 105,60 Juta",30 %/Tahun,"Rp. 5,00 Juta","Rp. 5,00 Juta",4
Rumah Makan Tegal,"50,08",207,4,2008,?pm=Cs3ZwiDZ+st2vcwhtKtPCw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,4,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 50,08 Juta","Rp. 207,00 Juta",10 %/Tahun,"Rp. 0,00 Juta","Rp. 0,00 Juta",4
Rumah Makan Tegal,20,"20,25",4,2008,?pm=XqfTV4jVBqqh2NkCoXP9/A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Usaha Dagang (UD),4,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 20,00 Juta","Rp. 20,25 Juta",30 %/Tahun,"Rp. 0,00 Juta","Rp. 9,00 Juta",3
Rumah Makan Tegal ,"18,78","26,5",3,2008,?pm=rfUByszFvnVH7trJQTXErw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 18,78 Juta","Rp. 26,50 Juta",10 %/Tahun,"Rp. 0,00 Juta","Rp. 7,00 Juta",5
Rumah Makan Tegal,5,"51,66",4,2008,?pm=10A3cH2iyZgUuIbnmkeMiw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,4,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 5,00 Juta","Rp. 51,66 Juta",30 %/Tahun,"Rp. 0,00 Juta","Rp. 0,00 Juta",4
Rumah Makan Tegal,"10,2","18,66",2,2008,?pm=WF0c3twZDl+sPLDRN04tPQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 10,20 Juta","Rp. 18,66 Juta",25 %/Tahun,"Rp. 8,00 Juta","Rp. 5,00 Juta",5
Dagang Nasi Goreng,"3,5",60,2,2008,?pm=zhvXGb03Cp555xR54DvMvA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 3,50 Juta","Rp. 60,00 Juta",10 %/Tahun,"Rp. 8,00 Juta","Rp. 2,00 Juta",3
Dagang makanan dan minuman,5,"55,75",1,2008,?pm=t+b1MgG0Xh9iAynwJjquqQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 5,00 Juta","Rp. 55,75 Juta",10 %/Tahun,"Rp. 8,00 Juta","Rp. 8,00 Juta",4
Dagang soto Betawi,8,"19,33",1,2008,?pm=35ngWlKvFBZQYIxO0KNOPw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 8,00 Juta","Rp. 19,33 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 0,00 Juta",4
Rumah Makan Padang,"12,66",19,1,2008,?pm=CaxlnBr+dEGO74D5e4RuAQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   95,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   5,00 %",Sedang,"Rp. 12,66 Juta","Rp. 19,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 7,00 Juta",5
Dagang Pempek Palembang,19,"38,66",2,2008,?pm=zRkB/0TT2KmrA5bJSv+3DA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 19,00 Juta","Rp. 38,66 Juta",30 %/Tahun,"Rp. 10,00 Juta","Rp. 100,00 Juta",4
