Rumah Makan,"27,5",169,1,2008,?pm=jTDetnzGChe0NspdVwPAMQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 27,50 Juta","Rp. 169,00 Juta",10 %/Tahun,"Rp. 3,00 Juta","Rp. 15,00 Juta",4
"Dagang Goreng-gorengan (tahu, tempe, pisang goreng)","1,5",114,1,2008,?pm=iEPvXmyUhqeudXmDkzbB+g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 1,50 Juta","Rp. 114,00 Juta",50 %/Tahun,"Rp. 1,00 Juta","Rp. 0,00 Juta",2
Dagang Beras,15,364,1,2008,?pm=43tEstnYYXF89yQ+fs+vNA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 15,00 Juta","Rp. 364,00 Juta",30 %/Tahun,"Rp. 8,00 Juta","Rp. 0,00 Juta",3
Dagang Parfum,"8,5",114,1,2008,?pm=ujLuiIJglMMwY+rUZGTsmQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 8,50 Juta","Rp. 114,00 Juta",25 %/Tahun,"Rp. 5,00 Juta","Rp. 58,00 Juta",5
Dagang Bensin,"2,5",106,1,2008,?pm=sZldMHJAdzbpJ18SBx6VEA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 2,50 Juta","Rp. 106,00 Juta",50 %/Tahun,"Rp. 2,00 Juta","Rp. 40,00 Juta",4
"Dagang Sembako, makanan dan minuman ringan",14,249,1,2008,?pm=MuuYNlKdGREWfJkqGIaO0Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 14,00 Juta","Rp. 249,00 Juta",20 %/Tahun,"Rp. 1,00 Juta","Rp. 80,00 Juta",4
Dagang Beras,"17,5",180,1,2008,?pm=sVn2EG0ZcvnHyWnQeKFiSg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 17,50 Juta","Rp. 180,00 Juta",30 %/Tahun,"Rp. 5,00 Juta","Rp. 8,00 Juta",0
Dagang Kelontongan,"51,5",18,1,2012,?pm=CRAc3vAGtxSn9IcEXPYXsA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 51,50 Juta","Rp. 18,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 40,00 Juta",5
Dagang Pulsa,94,60,2,2008,?pm=fhlGJAm3ehmljR9pzcVrHg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,2,Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 94,00 Juta","Rp. 60,00 Juta",40 %/Tahun,"Rp. 10,00 Juta","Rp. 6.887,00 Juta",7
Dagang Tanaman Hias,88,168,4,2008,?pm=DyAk4lXLDo9C46WfWlxmOQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,4,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 88,00 Juta","Rp. 168,00 Juta",30 %/Tahun,"Rp. 10,00 Juta","Rp. 42,00 Juta",3
Dagang HP dan Asesoris HP,"27,9",122,1,2008,?pm=jb4khrOpGT5OpvmBrhm4UQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 27,90 Juta","Rp. 122,00 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 45,00 Juta",5
Dagang Tanaman Hias,"45,75",144,2,2008,?pm=6LDCBrKXazMKfunN4x1N/w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,2,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   50,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   50,00 %",Sedang,"Rp. 45,75 Juta","Rp. 144,00 Juta",30 %/Tahun,"Rp. 0,00 Juta","Rp. 26,00 Juta",5
WARUNG,39,"55,2",3,2010,?pm=xUJdAM0Nb7UloHnH6KSJVQ==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,3,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 39,00 Juta","Rp. 55,20 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 8,00 Juta",4
WARUNG SEMBAKO,54,"81,6",2,2010,?pm=iB4Q1939WTO23A9Ozceo9g==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 54,00 Juta","Rp. 81,60 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 50,00 Juta",4
PERDAGANGAN,38,72,2,2010,?pm=xG4kEMHN7JcHTsDaLvxxcQ==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 38,00 Juta","Rp. 72,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 35,00 Juta",4
Dagang Tanaman Hias,68,291,4,2008,?pm=iE6dsG8lXsiCQf1olzPjog==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,4,Retail dan Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   70,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   30,00 %",Sedang,"Rp. 68,00 Juta","Rp. 291,00 Juta",30 %/Tahun,"Rp. 0,00 Juta","Rp. 60,00 Juta",2
Pedagang Kaki Lima,"72,2",72,1,2012,?pm=yCsr8BlzQ1UFgZWVSgaK4w==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   70,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   30,00 %",Sedang,"Rp. 72,20 Juta","Rp. 72,00 Juta",30 %/Tahun,"Rp. 10,00 Juta","Rp. 68,00 Juta",5
JUAL SEMBAKO,56,93,1,2011,?pm=7u9MAgtsTzM7rp3pPwchSg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Sedang,"Rp. 56,00 Juta","Rp. 93,00 Juta",15 %/Tahun,"Rp. 7,00 Juta","Rp. 0,00 Juta",4
Toko Mulia Jaya,590,2.900,2,2013,?pm=dlWi9dCAeFqzMRoSRlbJyw==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,2,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 590,00 Juta","Rp. 2.900,00 Juta",25 %/Tahun,"Rp. 0,00 Juta","Rp. 350,00 Juta",8
Dagang Campuran,1.015,3.510,4,2013,?pm=kCcADRS1iQTCfwMa0h8vOg==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,4,Retail dan Distributor,"Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Sedang,"Rp. 1.015,00 Juta","Rp. 3.510,00 Juta",30 %/Tahun,"Rp. 0,00 Juta","Rp. 680,00 Juta",7
Bengkel Motor,30,60,0,2009,?pm=JjmJBZRZd682z9rvrGg9+w==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %",Sedang,"Rp. 30,00 Juta","Rp. 60,00 Juta",10 %/Tahun,"Rp. 4,00 Juta","Rp. 7,00 Juta",3
Kopi Bubuk,56,162,2,2009,?pm=OQsQuPA5DTNLmLC640W4wg==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,2,Retail,"Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Sedang,"Rp. 56,00 Juta","Rp. 162,00 Juta",20 %/Tahun,"Rp. 4,00 Juta","Rp. 50,00 Juta",7
Pembuatan Kacang,66,72,1,2009,?pm=IF2JCTJSt4b6f9873DvZBA==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 66,00 Juta","Rp. 72,00 Juta",10 %/Tahun,"Rp. 4,50 Juta","Rp. 60,00 Juta",8
Counter HP Dan Pulsa,117,204,1,2009,?pm=NASVllXFRvS5pvfrKXxy+g==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %",Sedang,"Rp. 117,00 Juta","Rp. 204,00 Juta",10 %/Tahun,"Rp. 4,00 Juta","Rp. 100,00 Juta",9
Warung Manisan,14,156,2,2009,?pm=53t2TmOQgpnyuiSdEWCWUg==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %",Rendah,"Rp. 14,00 Juta","Rp. 156,00 Juta",15 %/Tahun,"Rp. 4,50 Juta","Rp. 60,00 Juta",4
Dagang Manisan Eceran,"84,15",72,2,2009,?pm=MMY+PHgjnZa3lljZrcBa0Q==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,2,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 84,15 Juta","Rp. 72,00 Juta",20 %/Tahun,"Rp. 9,50 Juta","Rp. 50,00 Juta",4
Dagang Rokok,105,36,1,2009,?pm=T5Ax2uiqmQXVYoii4Nm6Lg==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 105,00 Juta","Rp. 36,00 Juta",20 %/Tahun,"Rp. 5,00 Juta","Rp. 75,00 Juta",4
Warung Manisan,30,48,1,2009,?pm=1bRlGAYwjiw03eAXYq5gLg==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 30,00 Juta","Rp. 48,00 Juta",5 %/Tahun,"Rp. 7,50 Juta","Rp. 25,00 Juta",4
Counter HP,195,204,1,2009,?pm=4XYECDYNBrTv1vizaEIRZw==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   60,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   40,00 %",Sedang,"Rp. 195,00 Juta","Rp. 204,00 Juta",15 %/Tahun,"Rp. 10,00 Juta","Rp. 106,00 Juta",8
Tambal Ban,"66,5",25,1,2009,?pm=o/enYui6Jy6mKPwW86qk/g==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 66,50 Juta","Rp. 25,00 Juta",10 %/Tahun,"Rp. 7,50 Juta","Rp. 50,00 Juta",4
Toko Klontongan,68,54,1,2009,?pm=goHwlXqRY6tAqYEmOnIaBg==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Usaha Dagang (UD),1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 68,00 Juta","Rp. 54,00 Juta",10 %/Tahun,"Rp. 4,75 Juta","Rp. 60,00 Juta",4
Dagang Campuran,30,72,2,2013,?pm=X4/1yUfCAxoXWAtlm/yFyA==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 30,00 Juta","Rp. 72,00 Juta",10 %/Tahun,"Rp. 0,00 Juta","Rp. 25,00 Juta",5
Dagang Campuran,2.000,4.865,10,2013,?pm=3GNnAO5UUCs/5EDqYFpnlg==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,10,Retail dan Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 2.000,00 Juta","Rp. 4.865,00 Juta",30 %/Tahun,"Rp. 0,00 Juta","Rp. 1.000,00 Juta",10
Sembako & Bahan Bangunan,"1.099,5",3.072,5,2013,?pm=XIibhb81bjNcWg0SupJNGg==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,CV,5,Retail dan Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 1.099,50 Juta","Rp. 3.072,00 Juta",30 %/Tahun,"Rp. 0,00 Juta","Rp. 500,00 Juta",8
Toko Serba Ada,1.597,4.950,14,2013,?pm=HA7b5rAGXw5aTaqv2Iq71A==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,14,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 1.597,00 Juta","Rp. 4.950,00 Juta",30 %/Tahun,"Rp. 0,00 Juta","Rp. 250,00 Juta",11
Salon,"55,55",120,4,2010,?pm=CKtguYA//usL/oRgx/8JJA==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,4,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 55,55 Juta","Rp. 120,00 Juta",10 %/Tahun,"Rp. 8,00 Juta","Rp. 50,00 Juta",6
Toko Manisan Sumber Rizki,"595,6",240,2,2010,?pm=vvrgCIi4fYIEJ8CNIhpMkg==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %",Tinggi,"Rp. 595,60 Juta","Rp. 240,00 Juta",25 %/Tahun,"Rp. 9,00 Juta","Rp. 750,00 Juta",7
Dagang Koran,53,996,1,2008,?pm=zswGFetrLTKWpq/FLXIh8g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 53,00 Juta","Rp. 996,00 Juta",20 %/Tahun,"Rp. 5,00 Juta","Rp. 62,00 Juta",5
Dagang Udang,"73,8",1.170,1,2008,?pm=H8iWVfW7vzKbYn9ik2hkIA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 73,80 Juta","Rp. 1.170,00 Juta",25 %/Tahun,"Rp. 10,00 Juta","Rp. 70,00 Juta",4
Dagang Ikan Asin,"8,5",126,1,2008,?pm=RuEXi8L6963PZ5kzX9fc5w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Usaha Dagang (UD),1,Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 8,50 Juta","Rp. 126,00 Juta",15 %/Tahun,"Rp. 10,00 Juta","Rp. 80,00 Juta",5
Pedagang Kerajinan,240,240,5,2012,?pm=kqV1KFowrmNHmEXr3AIQCA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,5,Retail,"Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   20,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   80,00 %",Sedang,"Rp. 240,00 Juta","Rp. 240,00 Juta",20 %/Tahun,"Rp. 0,00 Juta","Rp. 200,00 Juta",5
Pedagang Sembako,305,600,1,2012,?pm=o1fPTcSRRp6VtkgZyYTijQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Usaha Dagang (UD),1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 305,00 Juta","Rp. 600,00 Juta",25 %/Tahun,"Rp. 0,00 Juta","Rp. 260,00 Juta",5
Toko,"3,25","25,8",1,2013,?pm=OBI67OOi5CcJkNghKrCbMQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 3,25 Juta","Rp. 25,80 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 8,00 Juta",5
Dagang Tempe & Sale,"156,34",552,6,2008,?pm=C+UpHBhlMK6bIO2zxbklWA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,,,,"   0,00 %","   0,00 %",,"Rp. 0,00 Juta","Rp. 0,00 Juta", %/Tahun,"Rp. 0,00 Juta","Rp. 0,00 Juta",
Dagang Kelapa,"102,05","351,2",1,2008,?pm=8Ltl4cfnFNcCalvullupZQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 102,05 Juta","Rp. 351,20 Juta",15 %/Tahun,"Rp. 10,00 Juta","Rp. 100,00 Juta",4
Dagang Sayur Mayur,"51,2",381,1,2008,?pm=vMF24oEadDqtWMVhAP1qrA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 51,20 Juta","Rp. 381,00 Juta",20 %/Tahun,"Rp. 0,00 Juta","Rp. 40,00 Juta",3
Dagang Tanaman Hias,"35,8",72,4,2008,?pm=yL/jNfvD7B5zoevpVbL45Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,4,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   90,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   10,00 %",Sedang,"Rp. 35,80 Juta","Rp. 72,00 Juta",98 %/Tahun,"Rp. 10,00 Juta","Rp. 0,00 Juta",3
Pedagang Pecah Belah,105,60,1,2012,?pm=fxURw39LHwUiX2ejFncEzw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 105,00 Juta","Rp. 60,00 Juta",25 %/Tahun,"Rp. 10,00 Juta","Rp. 100,00 Juta",3
Dagang Sembako,75,720,1,2008,?pm=Av0A8xjuPvhSwZid9h9dfw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 75,00 Juta","Rp. 720,00 Juta",30 %/Tahun,"Rp. 0,00 Juta","Rp. 500,00 Juta",4
Dagang Pakaian,"75,75",210,2,2008,?pm=WR6M1NvxPxKfUYMUHv8Sog==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 75,75 Juta","Rp. 210,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 298,00 Juta",6
Dagang Pakaian,74,108,2,2008,?pm=UNdrnVtWCKVgFmJHDGvZLw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,2,Retail,"Tidak Ada   100,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %",Sedang,"Rp. 74,00 Juta","Rp. 108,00 Juta",10 %/Tahun,"Rp. 8,00 Juta","Rp. 240,00 Juta",5
Dagang Jamu,"231,4",54,2,2008,?pm=hsOnwh3WkqqItztq78IuXA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 231,40 Juta","Rp. 54,00 Juta",17 %/Tahun,"Rp. 10,00 Juta","Rp. 198,00 Juta",6
Dagang Jamu,248,52,2,2008,?pm=i0f58mH4q+PjeFm7E38wBA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 248,00 Juta","Rp. 52,00 Juta",20 %/Tahun,"Rp. 5,00 Juta","Rp. 238,00 Juta",7
